年號,起訖時間,君主,使用時間,備注
通容,？,劉知遠,？,《龍池石塊記》有「大漢通容元年歲在甲辰（944年）」字樣。陸耀遹謂後晉改元開運之初，劉知遠自號通容，梁玉繩謂是漢隱帝追改後晉開運年號。
